A0A067XG53	ENSMUSP00000111098
Q8R4H9	ENSMUSP00000065764
Q8R4R6	ENSMUSP00000028382
Q8R4U7	ENSMUSP00000001116
Q8R4X3	ENSMUSP00000050461
Q8R4Y8	ENSMUSP00000023828
Q8R502	ENSMUSP00000066015
Q8R550-2	ENSMUSP00000072840
Q8R570	ENSMUSP00000010038
Q8R574	ENSMUSP00000004955
Q8R5A3	ENSMUSP00000014290
Q8R5C5	ENSMUSP00000047326
Q8R5H1	ENSMUSP00000020334
Q8R5J9	ENSMUSP00000041503
Q8R5K2-2	ENSMUSP00000113265
Q8R5K2-2	ENSMUSP00000142708
Q8R5K4-2	ENSMUSP00000030138
Q8R5L1	ENSMUSP00000077612
Q8R5L3-2	ENSMUSP00000099559
Q8VBT0	ENSMUSP00000021471
Q8VBT6	ENSMUSP00000042028
Q8VBT9	ENSMUSP00000026135
Q8VBV7	ENSMUSP00000035884
Q8VBX6-2	ENSMUSP00000102883
Q8VBZ3	ENSMUSP00000051293
Q8VC03	ENSMUSP00000093960
Q8VC28	ENSMUSP00000021634
Q8VC30	ENSMUSP00000044556
Q8VC31	ENSMUSP00000114088
Q8VC34-3	ENSMUSP00000070209
Q8VC34-3	ENSMUSP00000108273
Q8VC70	ENSMUSP00000089664
Q8VC85	ENSMUSP00000041022
Q8VC91	ENSMUSP00000004330
Q8VCB1	ENSMUSP00000120365
Q8VCD5	ENSMUSP00000034411
Q8VCE2	ENSMUSP00000076217
Q8VCF0	ENSMUSP00000038339
Q8VCF0	ENSMUSP00000105828
Q8VCG3	ENSMUSP00000043315
Q8VCG9	ENSMUSP00000040917
Q8VCH6	ENSMUSP00000038063
Q8VCH7	ENSMUSP00000027053
Q8VCH8	ENSMUSP00000027592
Q8VCI5	ENSMUSP00000075289
Q8VCL2	ENSMUSP00000131943
Q8VCN9	ENSMUSP00000048696
Q8VCQ8	ENSMUSP00000110679
Q8VCS6	ENSMUSP00000080641
Q8VCT3	ENSMUSP00000076564
Q8VCW8	ENSMUSP00000099453
Q8VCX5	ENSMUSP00000020311
Q8VCY6	ENSMUSP00000046643
Q8VD65	ENSMUSP00000067400
Q8VD75	ENSMUSP00000059033
Q8VDD5	ENSMUSP00000016771
Q8VDD8	ENSMUSP00000072220
Q8VDD9	ENSMUSP00000034787
Q8VDF2-2	ENSMUSP00000001258
Q8VDG3	ENSMUSP00000055969
Q8VDH1-2	ENSMUSP00000143873
Q8VDJ3	ENSMUSP00000043047
Q8VDL4-3	ENSMUSP00000026266
Q8VDM1	ENSMUSP00000029105
Q8VDM4	ENSMUSP00000007212
Q8VDM6	ENSMUSP00000037268
Q8VDN2	ENSMUSP00000039657
Q8VDN4	ENSMUSP00000038075
Q8VDP4	ENSMUSP00000036924
Q8VDP6	ENSMUSP00000032920
Q8VDQ8-2	ENSMUSP00000072732
Q8VDU0	ENSMUSP00000029482
Q8VDW0	ENSMUSP00000019576
Q8VE18	ENSMUSP00000020801
Q8VE22	ENSMUSP00000138865
Q8VE37	ENSMUSP00000030726
Q8VE47	ENSMUSP00000035166
Q8VE70	ENSMUSP00000125752
Q8VE73	ENSMUSP00000049128
Q8VE88-2	ENSMUSP00000020831
Q8VE88-2	ENSMUSP00000104478
Q8VE97	ENSMUSP00000061474
Q8VEE0	ENSMUSP00000027157
Q8VEE0	ENSMUSP00000109628
Q8VEE4	ENSMUSP00000000767
Q8VEH3	ENSMUSP00000027684
Q8VEH5	ENSMUSP00000052904
Q8VEH6	ENSMUSP00000025815
Q8VEJ4	ENSMUSP00000099502
Q8VEJ9	ENSMUSP00000034388
Q8VEK3	ENSMUSP00000047571
Q8VEL2	ENSMUSP00000108771
Q8VEM8	ENSMUSP00000127098
Q8VH51-2	ENSMUSP00000105216
Q8VHE0	ENSMUSP00000019937
Q8VHH5	ENSMUSP00000024123
Q8VHI3	ENSMUSP00000020493
Q8VHK9	ENSMUSP00000029336
Q8VHL1	ENSMUSP00000043492
Q8VHM5	ENSMUSP00000101476
Q8VHR0	ENSMUSP00000039245
Q8VHR5	ENSMUSP00000041370
Q8VHX6	ENSMUSP00000064163
Q8VHZ7	ENSMUSP00000027303
Q8VI33	ENSMUSP00000081772
Q8VI33	ENSMUSP00000132143
Q8VI33	ENSMUSP00000140244
Q8VI36-2	ENSMUSP00000083709
Q8VI75	ENSMUSP00000036555
Q8VI84	ENSMUSP00000025963
Q8VIJ6	ENSMUSP00000030623
Q8WTY4	ENSMUSP00000125451
Q91UZ1	ENSMUSP00000038409
Q91V12-2	ENSMUSP00000129121
Q91V41	ENSMUSP00000028238
Q91V61	ENSMUSP00000059419
Q91V76	ENSMUSP00000034414
Q91V81-2	ENSMUSP00000040005
Q91V89	ENSMUSP00000002839
Q91VA6	ENSMUSP00000001127
Q91VA7	ENSMUSP00000028892
Q91VC3	ENSMUSP00000026667
Q91VD9	ENSMUSP00000027111
Q91VE0	ENSMUSP00000078971
Q91VE6	ENSMUSP00000027626
Q91VH2	ENSMUSP00000002436
Q91VH6	ENSMUSP00000077553
Q91VI7	ENSMUSP00000101651
Q91VJ1	ENSMUSP00000119465
Q91VJ2	ENSMUSP00000044979
Q91VJ4	ENSMUSP00000009138
Q91VJ5	ENSMUSP00000033497
Q91VK1	ENSMUSP00000020856
Q91VM5	ENSMUSP00000048153
Q91VM9	ENSMUSP00000029644
Q91VN6	ENSMUSP00000021956
Q91VR5	ENSMUSP00000065987
Q91VR8	ENSMUSP00000041644
Q91VS8	ENSMUSP00000112725
Q91VT1	ENSMUSP00000078641
Q91VU7	ENSMUSP00000114588
Q91VY9	ENSMUSP00000059678
Q91VZ6	ENSMUSP00000027339
Q91W18-2	ENSMUSP00000129019
Q91W18-2	ENSMUSP00000131542
Q91W36	ENSMUSP00000122199
Q91W39	ENSMUSP00000046388
Q91W50	ENSMUSP00000029446
Q91W67	ENSMUSP00000126019
Q91W69	ENSMUSP00000121390
Q91W86	ENSMUSP00000034644
Q91W92	ENSMUSP00000060930
Q91W96	ENSMUSP00000031072
Q91WD5	ENSMUSP00000013737
Q91WD7	ENSMUSP00000028527
Q91WE1	ENSMUSP00000025702
Q91WE6-2	ENSMUSP00000006353
Q91WG2	ENSMUSP00000102013
Q91WG2	ENSMUSP00000102015
Q91WG3	ENSMUSP00000041848
Q91WG4	ENSMUSP00000025120
Q91WK0-2	ENSMUSP00000143322
Q91WK2	ENSMUSP00000022925
Q91WM1	ENSMUSP00000028279
Q91WM1	ENSMUSP00000072047
Q91WM1	ENSMUSP00000139145
Q91WM3	ENSMUSP00000038580
Q91WN1	ENSMUSP00000022345
Q91WQ3	ENSMUSP00000101669
Q91WR3	ENSMUSP00000063272
Q91WS0	ENSMUSP00000043559
Q91X43	ENSMUSP00000103291
Q91X76	ENSMUSP00000087680
Q91XD6	ENSMUSP00000033866
Q91XH5	ENSMUSP00000048111
Q91XI1	ENSMUSP00000007747
Q91XL2	ENSMUSP00000016664
Q91XL3	ENSMUSP00000119939
Q91XS1	ENSMUSP00000090478
Q91XS1	ENSMUSP00000099468
Q91XS1	ENSMUSP00000112902
Q91XU0	ENSMUSP00000021832
Q91XU3	ENSMUSP00000013970
Q91XV3	ENSMUSP00000053943
Q91XX1	ENSMUSP00000076085
Q91YD3	ENSMUSP00000022535
Q91YD9	ENSMUSP00000031695
Q91YE7-2	ENSMUSP00000138379
Q91YH5	ENSMUSP00000025668
Q91YI0	ENSMUSP00000123799
Q91YI4	ENSMUSP00000078065
Q91YJ2	ENSMUSP00000023502
Q91YJ3	ENSMUSP00000037614
Q91YK2	ENSMUSP00000080085
Q91YM2	ENSMUSP00000075242
Q91YM4	ENSMUSP00000000394
Q91YN5-3	ENSMUSP00000106983
Q91YN9	ENSMUSP00000042009
Q91YP2	ENSMUSP00000104938
Q91YQ5	ENSMUSP00000032143
Q91YR1	ENSMUSP00000023087
Q91YR5	ENSMUSP00000028017
Q91YR7	ENSMUSP00000002529
Q91YS7	ENSMUSP00000121111
Q91YS8	ENSMUSP00000032409
Q91YT7	ENSMUSP00000120414
Q91YU3	ENSMUSP00000038267
Q91YU8	ENSMUSP00000004203
Q91YW3	ENSMUSP00000022734
Q91YX5	ENSMUSP00000106480
Q91YZ2	ENSMUSP00000130294
Q91Z31	ENSMUSP00000029780
Q91Z38	ENSMUSP00000040779
Q91Z49	ENSMUSP00000023489
Q91Z49	ENSMUSP00000131446
Q91Z50	ENSMUSP00000025651
Q91Z53	ENSMUSP00000047218
Q91Z67	ENSMUSP00000095195
Q91Z92	ENSMUSP00000057521
Q91Z96	ENSMUSP00000037970
Q91ZE0	ENSMUSP00000111624
Q91ZJ0	ENSMUSP00000114895
Q91ZJ5	ENSMUSP00000099939
Q91ZM2-6	ENSMUSP00000032978
Q91ZN5-2	ENSMUSP00000037834
Q91ZS8-5	ENSMUSP00000095976
Q91ZU1	ENSMUSP00000043462
Q91ZW3	ENSMUSP00000044361
Q91ZX7	ENSMUSP00000044004
Q920A5	ENSMUSP00000000287
Q920D3	ENSMUSP00000115882
Q920E5	ENSMUSP00000080531
Q920L1	ENSMUSP00000010807
Q920Q4	ENSMUSP00000028900
Q920Q6-3	ENSMUSP00000090470
Q920Q8-4	ENSMUSP00000023918
Q920Q8-4	ENSMUSP00000095150
Q921C5	ENSMUSP00000039394
Q921E2	ENSMUSP00000068195
Q921E6-3	ENSMUSP00000102853
Q921F2	ENSMUSP00000081142
Q921F4	ENSMUSP00000058308
Q921G8	ENSMUSP00000026547
Q921H8	ENSMUSP00000042351
Q921I6	ENSMUSP00000067581
Q921I9	ENSMUSP00000050940
Q921J2	ENSMUSP00000030787
Q921J4	ENSMUSP00000078459
Q921K2	ENSMUSP00000027777
Q921K8	ENSMUSP00000031879
Q921M3	ENSMUSP00000045073
Q921M7	ENSMUSP00000066359
Q921N6	ENSMUSP00000018143
Q921Q7	ENSMUSP00000025818
Q921T2	ENSMUSP00000095134
Q921U8-2	ENSMUSP00000105638
Q921W4	ENSMUSP00000073171
Q921X6	ENSMUSP00000028914
Q921X9	ENSMUSP00000023550
Q921Y0	ENSMUSP00000054452
Q921Y2	ENSMUSP00000034827
Q922A3	ENSMUSP00000029752
Q922A3	ENSMUSP00000073946
Q922B2	ENSMUSP00000027602
Q922D4-2	ENSMUSP00000109630
Q922D8	ENSMUSP00000021443
Q922F4	ENSMUSP00000001513
Q922H1-2	ENSMUSP00000032715
Q922H2	ENSMUSP00000036604
Q922H4	ENSMUSP00000035564
Q922J3	ENSMUSP00000031382
Q922J9	ENSMUSP00000033018
Q922L6	ENSMUSP00000016397
Q922M3	ENSMUSP00000001125
Q922M3	ENSMUSP00000099641
Q922M5	ENSMUSP00000021592
Q922Q1	ENSMUSP00000066715
Q922Q2	ENSMUSP00000021866
Q922Q4	ENSMUSP00000027802
Q922Q8	ENSMUSP00000021239
Q922R8	ENSMUSP00000052912
Q922S8	ENSMUSP00000064261
Q922U1	ENSMUSP00000015892
Q922V4	ENSMUSP00000114968
Q922W5	ENSMUSP00000026133
Q922Y1	ENSMUSP00000093974
Q923B1	ENSMUSP00000070991
Q923D2	ENSMUSP00000103995
Q923D4	ENSMUSP00000100771
Q923D5	ENSMUSP00000112213
Q923F1	ENSMUSP00000026506
Q923T9-3	ENSMUSP00000071720
Q923X4-2	ENSMUSP00000115893
Q924C1	ENSMUSP00000084257
Q924C6	ENSMUSP00000026190
Q924C6	ENSMUSP00000125803
Q924C6	ENSMUSP00000126686
Q924H7	ENSMUSP00000132117
Q924M7	ENSMUSP00000034856
Q924T2	ENSMUSP00000036725
Q924T3	ENSMUSP00000022115
Q924W5	ENSMUSP00000020931
Q924W7	ENSMUSP00000077067
Q924Z4	ENSMUSP00000015858
Q924Z6-2	ENSMUSP00000130527
Q925B0	ENSMUSP00000092951
Q925I1	ENSMUSP00000030903
Q925J9-4	ENSMUSP00000103169
Q93092	ENSMUSP00000026576
Q99020	ENSMUSP00000104731
Q99J09	ENSMUSP00000010278
Q99J10	ENSMUSP00000036770
Q99J27	ENSMUSP00000029402
Q99J36	ENSMUSP00000033236
Q99J45	ENSMUSP00000143872
Q99J56	ENSMUSP00000022993
Q99J62	ENSMUSP00000110995
Q99J72-2	ENSMUSP00000135027
Q99J77	ENSMUSP00000030018
Q99J85	ENSMUSP00000023057
Q99J95	ENSMUSP00000009699
Q99J99	ENSMUSP00000043061
Q99JB2	ENSMUSP00000030169
Q99JF8	ENSMUSP00000030207
Q99JH1	ENSMUSP00000041477
Q99JI4	ENSMUSP00000022256
Q99JI6	ENSMUSP00000066238
Q99JN2	ENSMUSP00000114115
Q99JR1	ENSMUSP00000021930
Q99JR8-2	ENSMUSP00000021052
Q99JT9	ENSMUSP00000020957
Q99JW2	ENSMUSP00000024031
Q99JW4	ENSMUSP00000020077
Q99JX3-2	ENSMUSP00000028509
Q99JX4	ENSMUSP00000028592
Q99JX7	ENSMUSP00000010241
Q99JY0	ENSMUSP00000026841
Q99JY8	ENSMUSP00000065719
Q99JY9	ENSMUSP00000027579
Q99JZ4	ENSMUSP00000020285
Q99JZ7	ENSMUSP00000030811
Q99K01	ENSMUSP00000023361
Q99K23	ENSMUSP00000034051
Q99K28	ENSMUSP00000028691
Q99K30	ENSMUSP00000026577
Q99K48	ENSMUSP00000033673
Q99K51	ENSMUSP00000109692
Q99K70	ENSMUSP00000030399
Q99K85	ENSMUSP00000025542
Q99KB8-2	ENSMUSP00000113051
Q99KC8	ENSMUSP00000001544
Q99KD5	ENSMUSP00000032748
Q99KE1	ENSMUSP00000025439
Q99KF1	ENSMUSP00000105531
Q99KG3-2	ENSMUSP00000068188
Q99KH8	ENSMUSP00000078746
Q99KI0	ENSMUSP00000023116
Q99KI3	ENSMUSP00000032425
Q99KJ8	ENSMUSP00000026479
Q99KK7	ENSMUSP00000025851
Q99KK9	ENSMUSP00000117231
Q99KN2	ENSMUSP00000003759
Q99KP6	ENSMUSP00000136858
Q99KQ4	ENSMUSP00000020886
Q99KR3	ENSMUSP00000027071
Q99KR7	ENSMUSP00000022419
Q99KU0	ENSMUSP00000018315
Q99KV1	ENSMUSP00000004574
Q99KW3-1	ENSMUSP00000105312
Q99KY4	ENSMUSP00000036705
Q99L04	ENSMUSP00000002403
Q99L13	ENSMUSP00000031788
Q99L20	ENSMUSP00000001715
Q99L45	ENSMUSP00000096777
Q99L48	ENSMUSP00000029358
Q99LB2	ENSMUSP00000022821
Q99LB4	ENSMUSP00000063389
Q99LB6-2	ENSMUSP00000048222
Q99LB7	ENSMUSP00000099950
Q99LC2	ENSMUSP00000112076
Q99LC3	ENSMUSP00000027478
Q99LC5	ENSMUSP00000034866
Q99LC8	ENSMUSP00000031334
Q99LD8	ENSMUSP00000007255
Q99LD9	ENSMUSP00000004910
Q99LE6	ENSMUSP00000030795
Q99LF4	ENSMUSP00000001834
Q99LF7	ENSMUSP00000021645
Q99LG0	ENSMUSP00000026710
Q99LG2	ENSMUSP00000091051
Q99LH1	ENSMUSP00000030684
Q99LI2	ENSMUSP00000029483
Q99LI2	ENSMUSP00000102220
Q99LI2	ENSMUSP00000102224
Q99LI5	ENSMUSP00000039003
Q99LI7	ENSMUSP00000028599
Q99LJ0	ENSMUSP00000076751
Q99LL5	ENSMUSP00000001836
Q99LM2	ENSMUSP00000099441
Q99LN9	ENSMUSP00000072534
Q99LP6	ENSMUSP00000031099
Q99LR1	ENSMUSP00000053558
Q99LS3	ENSMUSP00000031399
Q99LT0	ENSMUSP00000108190
Q99LX0	ENSMUSP00000030805
Q99M31	ENSMUSP00000027961
Q99M51	ENSMUSP00000112221
Q99M87-3	ENSMUSP00000053842
Q99M96-6	ENSMUSP00000080341
Q99ME2	ENSMUSP00000070927
Q99ME9	ENSMUSP00000021574
Q99MJ9	ENSMUSP00000020270
Q99MK9	ENSMUSP00000113252
Q99MN1	ENSMUSP00000090808
Q99MR1	ENSMUSP00000031727
Q99MR6-2	ENSMUSP00000043123
Q99MR8	ENSMUSP00000029259
Q99MS7	ENSMUSP00000037656
Q99MU3	ENSMUSP00000103028
Q99MV1	ENSMUSP00000077785
Q99MV1	ENSMUSP00000107231
Q99MV1	ENSMUSP00000107233
Q99MV1	ENSMUSP00000112786
Q99N15	ENSMUSP00000108236
Q99N17	ENSMUSP00000003416
Q99N85	ENSMUSP00000024763
Q99N87	ENSMUSP00000028852
Q99N92	ENSMUSP00000025278
Q99NB8	ENSMUSP00000008748
Q99NB9	ENSMUSP00000027127
Q99NH0	ENSMUSP00000014421
Q99P31	ENSMUSP00000078886
Q99P72	ENSMUSP00000099907
Q99P88	ENSMUSP00000128819
Q99PG2-2	ENSMUSP00000029087
Q99PM9	ENSMUSP00000060202
Q99PT1	ENSMUSP00000063714
Q99PV0	ENSMUSP00000018449
Q9CPN8	ENSMUSP00000031838
Q9CPP0	ENSMUSP00000069578
Q9CPP6	ENSMUSP00000023851
Q9CPQ1	ENSMUSP00000014457
Q9CPQ1	ENSMUSP00000123609
Q9CPQ3	ENSMUSP00000023062
Q9CPQ8	ENSMUSP00000047960
Q9CPR4	ENSMUSP00000078654
Q9CPR5	ENSMUSP00000115512
Q9CPS5	ENSMUSP00000051657
Q9CPS7	ENSMUSP00000020317
Q9CPT4	ENSMUSP00000019723
Q9CPT5	ENSMUSP00000122180
Q9CPU0	ENSMUSP00000024823
Q9CPV4	ENSMUSP00000017430
Q9CPV5	ENSMUSP00000062420
Q9CPW4	ENSMUSP00000076933
Q9CPW7	ENSMUSP00000001419
Q9CPX4	ENSMUSP00000092002
Q9CPX7	ENSMUSP00000055619
Q9CPX8	ENSMUSP00000020372
Q9CPY3	ENSMUSP00000025704
Q9CPY7-2	ENSMUSP00000040222
Q9CQ01	ENSMUSP00000086519
Q9CQ01	ENSMUSP00000095031
Q9CQ01	ENSMUSP00000137303
Q9CQ02	ENSMUSP00000069078
Q9CQ06	ENSMUSP00000019854
Q9CQ10	ENSMUSP00000068410
Q9CQ18	ENSMUSP00000025864
Q9CQ19	ENSMUSP00000085913
Q9CQ22	ENSMUSP00000033131
Q9CQ39	ENSMUSP00000032429
Q9CQ40	ENSMUSP00000007482
Q9CQ43	ENSMUSP00000080767
Q9CQ54	ENSMUSP00000032882
Q9CQ60	ENSMUSP00000034264
Q9CQ62	ENSMUSP00000029877
Q9CQ65	ENSMUSP00000061092
Q9CQ69	ENSMUSP00000053145
Q9CQ79	ENSMUSP00000125491
Q9CQ80	ENSMUSP00000102901
Q9CQ85	ENSMUSP00000021203
Q9CQ92	ENSMUSP00000019198
Q9CQA1	ENSMUSP00000036541
Q9CQA3	ENSMUSP00000010007
Q9CQA5	ENSMUSP00000022705
Q9CQB5	ENSMUSP00000029815
Q9CQC6	ENSMUSP00000140319
Q9CQC8	ENSMUSP00000034955
Q9CQD1	ENSMUSP00000017975
Q9CQE6	ENSMUSP00000020004
Q9CQE8	ENSMUSP00000022341
Q9CQF0	ENSMUSP00000025836
Q9CQF3	ENSMUSP00000034204
Q9CQF9	ENSMUSP00000032065
Q9CQG2	ENSMUSP00000010698
Q9CQH8	ENSMUSP00000136494
Q9CQI3	ENSMUSP00000078293
Q9CQI6	ENSMUSP00000034285
Q9CQJ2	ENSMUSP00000082490
Q9CQJ4	ENSMUSP00000075476
Q9CQJ6	ENSMUSP00000023869
Q9CQJ8	ENSMUSP00000022980
Q9CQK7	ENSMUSP00000019917
Q9CQL7	ENSMUSP00000067135
Q9CQM5	ENSMUSP00000021158
Q9CQM8	ENSMUSP00000041652
Q9CQM9	ENSMUSP00000066621
Q9CQN1	ENSMUSP00000006137
Q9CQN6	ENSMUSP00000021790
Q9CQQ4	ENSMUSP00000021379
Q9CQQ7	ENSMUSP00000113022
Q9CQQ8	ENSMUSP00000044993
Q9CQQ8	ENSMUSP00000072521
Q9CQR2	ENSMUSP00000058432
Q9CQR6	ENSMUSP00000028087
Q9CQS2	ENSMUSP00000028553
Q9CQS8	ENSMUSP00000120880
Q9CQT1	ENSMUSP00000122623
Q9CQT2	ENSMUSP00000126374
Q9CQT5	ENSMUSP00000031654
Q9CQU0	ENSMUSP00000030296
Q9CQU1	ENSMUSP00000087372
Q9CQU5	ENSMUSP00000020081
Q9CQV6	ENSMUSP00000137754
Q9CQV7	ENSMUSP00000011029
Q9CQV8-2	ENSMUSP00000018470
Q9CQW2	ENSMUSP00000032196
Q9CQW9	ENSMUSP00000026565
Q9CQX8	ENSMUSP00000104957
Q9CQZ5	ENSMUSP00000023085
Q9CQZ6	ENSMUSP00000027193
Q9CR00	ENSMUSP00000098295
Q9CR02	ENSMUSP00000026681
Q9CR08	ENSMUSP00000032585
Q9CR09	ENSMUSP00000078914
Q9CR09	ENSMUSP00000106933
Q9CR16	ENSMUSP00000029382
Q9CR26	ENSMUSP00000119829
Q9CR39	ENSMUSP00000026173
Q9CR47	ENSMUSP00000073161
Q9CR50	ENSMUSP00000031345
Q9CR57	ENSMUSP00000131489
Q9CR59	ENSMUSP00000037783
Q9CR62	ENSMUSP00000014750
Q9CR67	ENSMUSP00000042852
Q9CR68	ENSMUSP00000045284
Q9CR86	ENSMUSP00000008537
Q9CRA5	ENSMUSP00000057375
Q9CRA8	ENSMUSP00000078580
Q9CRB2	ENSMUSP00000120014
Q9CRB9	ENSMUSP00000070149
Q9CRC0	ENSMUSP00000033074
Q9CRC8	ENSMUSP00000071956
Q9CRD0	ENSMUSP00000031038
Q9CRD2	ENSMUSP00000022962
Q9CRT8	ENSMUSP00000043488
Q9CS00	ENSMUSP00000059533
Q9CS42	ENSMUSP00000026839
Q9CS74	ENSMUSP00000022344
Q9CSH3	ENSMUSP00000041906
Q9CSN1	ENSMUSP00000021428
Q9CSU0	ENSMUSP00000029180
Q9CT10	ENSMUSP00000002445
Q9CU62	ENSMUSP00000044645
Q9CUX1	ENSMUSP00000033009
Q9CVB6	ENSMUSP00000006467
Q9CW03	ENSMUSP00000025930
Q9CW46	ENSMUSP00000111150
Q9CWF2	ENSMUSP00000075178
Q9CWI3	ENSMUSP00000033282
Q9CWJ9	ENSMUSP00000027384
Q9CWK3	ENSMUSP00000044790
Q9CWK8	ENSMUSP00000039243
Q9CWL8	ENSMUSP00000029178
Q9CWM4	ENSMUSP00000025204
Q9CWN7	ENSMUSP00000003219
Q9CWP6	ENSMUSP00000004715
Q9CWR7	ENSMUSP00000015796
Q9CWS0	ENSMUSP00000029845
Q9CWU9	ENSMUSP00000059880
Q9CWW6	ENSMUSP00000109257
Q9CWX4	ENSMUSP00000034543
Q9CWX9	ENSMUSP00000032326
Q9CWY6	ENSMUSP00000057600
Q9CWZ3-2	ENSMUSP00000143190
Q9CX00	ENSMUSP00000034164
Q9CX11	ENSMUSP00000119261
Q9CX34	ENSMUSP00000052942
Q9CX60	ENSMUSP00000024857
Q9CX86	ENSMUSP00000007980
Q9CX97	ENSMUSP00000039010
Q9CXF4	ENSMUSP00000020339
Q9CXF7	ENSMUSP00000029730
Q9CXG3	ENSMUSP00000015901
Q9CXK8	ENSMUSP00000034392
Q9CXS4	ENSMUSP00000018653
Q9CXT8	ENSMUSP00000030882
Q9CXW2	ENSMUSP00000035034
Q9CXW3	ENSMUSP00000014370
Q9CXW4	ENSMUSP00000099595
Q9CXY6	ENSMUSP00000001042
Q9CXY9	ENSMUSP00000045351
Q9CXZ1	ENSMUSP00000022286
Q9CY21	ENSMUSP00000083146
Q9CY50	ENSMUSP00000021864
Q9CY57-5	ENSMUSP00000061800
Q9CY58	ENSMUSP00000039110
Q9CY58-2	ENSMUSP00000039110
Q9CY64	ENSMUSP00000002064
Q9CYA0	ENSMUSP00000024042
Q9CYD3	ENSMUSP00000081941
Q9CYG7	ENSMUSP00000018466
Q9CYH6	ENSMUSP00000071955
Q9CYI0	ENSMUSP00000099515
Q9CYI4	ENSMUSP00000110627
Q9CYL5	ENSMUSP00000030202
Q9CYN2	ENSMUSP00000041152
Q9CYN9	ENSMUSP00000033313
Q9CYX7	ENSMUSP00000001339
Q9CYZ6	ENSMUSP00000074670
Q9CZ04	ENSMUSP00000108058
Q9CZ13	ENSMUSP00000144124
Q9CZ30	ENSMUSP00000028517
Q9CZ42-2	ENSMUSP00000033901
Q9CZ44	ENSMUSP00000086542
Q9CZ57	ENSMUSP00000130430
Q9CZ91	ENSMUSP00000025406
Q9CZA6	ENSMUSP00000023359
Q9CZD3	ENSMUSP00000003572
Q9CZE3	ENSMUSP00000019974
Q9CZG3	ENSMUSP00000013693
Q9CZI9	ENSMUSP00000103046
Q9CZJ1	ENSMUSP00000030738
Q9CZJ2	ENSMUSP00000096950
Q9CZM2	ENSMUSP00000078388
Q9CZN7	ENSMUSP00000026470
Q9CZP3	ENSMUSP00000128969
Q9CZQ1	ENSMUSP00000055689
Q9CZR8	ENSMUSP00000042134
Q9CZT6	ENSMUSP00000110011
Q9CZU3	ENSMUSP00000022281
Q9CZU4	ENSMUSP00000021183
Q9CZU6	ENSMUSP00000005826
Q9CZW4	ENSMUSP00000045291
Q9CZW5	ENSMUSP00000129186
Q9CZX0	ENSMUSP00000022609
Q9CZX5	ENSMUSP00000022528
Q9CZX8	ENSMUSP00000104066
Q9D023	ENSMUSP00000027853
Q9D024	ENSMUSP00000002043
Q9D031	ENSMUSP00000028059
Q9D032-2	ENSMUSP00000072536
Q9D051	ENSMUSP00000022268
Q9D067	ENSMUSP00000020437
Q9D067	ENSMUSP00000127919
Q9D067-2	ENSMUSP00000127919
Q9D071	ENSMUSP00000130900
Q9D083	ENSMUSP00000096541
Q9D091	ENSMUSP00000029445
Q9D091	ENSMUSP00000142438
Q9D091	ENSMUSP00000143391
Q9D0A3	ENSMUSP00000049440
Q9D0B0	ENSMUSP00000031513
Q9D0B6	ENSMUSP00000033577
Q9D0D4	ENSMUSP00000022203
Q9D0E1-2	ENSMUSP00000120115
Q9D0F1	ENSMUSP00000024851
Q9D0F3	ENSMUSP00000040140
Q9D0F6	ENSMUSP00000083652
Q9D0F9	ENSMUSP00000099844
Q9D0I4	ENSMUSP00000068087
Q9D0I8	ENSMUSP00000099561
Q9D0I9	ENSMUSP00000018992
Q9D0K2	ENSMUSP00000106318
Q9D0L7	ENSMUSP00000072669
Q9D0L8	ENSMUSP00000009679
Q9D0M3	ENSMUSP00000023210
Q9D0Q7	ENSMUSP00000019026
Q9D0R2	ENSMUSP00000022849
Q9D0R4	ENSMUSP00000004507
Q9D0R8	ENSMUSP00000021297
Q9D0S9	ENSMUSP00000030192
Q9D0T1	ENSMUSP00000091840
Q9D104	ENSMUSP00000072386
Q9D125	ENSMUSP00000114402
Q9D136	ENSMUSP00000026169
Q9D172	ENSMUSP00000001242
Q9D186	ENSMUSP00000109530
Q9D187	ENSMUSP00000132725
Q9D1A2	ENSMUSP00000025546
Q9D1B9	ENSMUSP00000025014
Q9D1C8	ENSMUSP00000129597
Q9D1C9	ENSMUSP00000018184
Q9D1D4	ENSMUSP00000037583
Q9D1E6	ENSMUSP00000006254
Q9D1F4	ENSMUSP00000103517
Q9D1G1	ENSMUSP00000025804
Q9D1H6	ENSMUSP00000029925
Q9D1H7	ENSMUSP00000026976
Q9D1H8	ENSMUSP00000109571
Q9D1I6	ENSMUSP00000024734
Q9D1J3	ENSMUSP00000100863
Q9D1K2	ENSMUSP00000004396
Q9D1L0	ENSMUSP00000091835
Q9D1L9	ENSMUSP00000129012
Q9D1M0	ENSMUSP00000032440
Q9D1M4	ENSMUSP00000001757
Q9D1N9	ENSMUSP00000025745
Q9D1P0	ENSMUSP00000130722
Q9D1P4	ENSMUSP00000001825
Q9D1Q4	ENSMUSP00000040860
Q9D1Q6	ENSMUSP00000030028
Q9D1R2	ENSMUSP00000099799
Q9D1R9	ENSMUSP00000078092
Q9D281	ENSMUSP00000031080
Q9D287	ENSMUSP00000005830
Q9D2C6	ENSMUSP00000023113
Q9D2D7	ENSMUSP00000019482
Q9D2E2	ENSMUSP00000030451
